category_id,device_id,slnumber,imei,recievedate
3,42,,0358899055859253,12/28/2015
3,42,,0358899055830346,12/28/2015
3,42,,0358899055843471,12/28/2015
3,42,,0358899055864907,12/28/2015
3,42,,0358899055861390,12/28/2015
3,42,,0358899055874682,12/28/2015
3,42,,0358899055850997,12/28/2015
3,42,,0358899055858313,12/28/2015
3,42,,0358899055841681,12/28/2015
3,42,,0358899055850765,12/28/2015
3,42,,0358899055850989,12/28/2015
3,42,,0358899055858354,12/28/2015
3,42,,0358899055840584,12/28/2015
3,42,,0358899055841632,12/28/2015
3,42,,0358899055833001,12/28/2015
3,42,,0358899055843463,12/28/2015
3,42,,0358899055841178,12/28/2015
3,42,,0358899055835204,12/28/2015
3,42,,0358899055833043,12/28/2015
3,42,,0358899055835469,12/28/2015
3,42,,0358899055868601,12/28/2015
3,42,,0358899055835667,12/28/2015
3,42,,0358899055843091,12/28/2015
3,42,,0358899055831336,12/28/2015
3,42,,0358899055872348,12/28/2015
3,42,,0358899055862778,12/28/2015
2,39,,0358899056705455,12/28/2015
2,39,,0358899056577201,12/28/2015
2,39,,0358899056577573,12/28/2015
2,39,,0358899056573846,12/28/2015
2,39,,0358899056705539,12/28/2015
2,39,,0358899056704540,12/28/2015
2,39,,0358899056577219,12/28/2015
2,39,,0358899056577516,12/28/2015
2,39,,0358899056577581,12/28/2015
2,39,,0358899056573713,12/28/2015
2,39,,0358899056705380,12/28/2015
2,39,,0358899056569125,12/28/2015
2,39,,0358899056704441,12/28/2015
2,39,,0358899056704342,12/28/2015
2,39,,0358899056564837,12/28/2015
2,39,,0358899056565982,12/28/2015
2,39,,0358899056705216,12/28/2015
2,39,,0358899056576898,12/28/2015
2,39,,0358899056573689,12/28/2015
2,39,,0358899056705273,12/28/2015
2,39,,0358899056564076,12/28/2015
2,39,,0358899056703336,12/28/2015
2,39,,0358899056704359,12/28/2015
2,39,,0358899056575924,12/28/2015
2,39,,0358899056564258,12/28/2015
