category_id,device_id,slnumber,imei,recievedate
3,42,,0358899055856291,10/27/2015
3,42,,0358899055856333,10/27/2015
3,42,,0358899055832979,10/27/2015
3,42,,0358899055856663,10/27/2015
3,42,,0358899055835683,10/27/2015
3,42,,0358899055854171,10/27/2015
3,42,,0358899055856390,10/27/2015
3,42,,0358899055854023,10/27/2015
3,42,,0358899055833076,10/27/2015
3,42,,0358899055875309,10/27/2015
3,42,,0358899055833423,10/27/2015
3,42,,0358899055857174,10/27/2015
3,42,,0358899055839040,10/27/2015
3,42,,0358899055834884,10/27/2015
3,42,,0358899055857547,10/27/2015
3,42,,0358899055868239,10/27/2015
3,42,,0358899055854015,10/27/2015
3,42,,0358899055856325,10/27/2015
3,42,,0358899055855988,10/27/2015
3,42,,0358899055861309,10/27/2015
3,42,,0358899055853140,10/27/2015
3,42,,0358899055835675,10/27/2015
3,42,,0358899055835642,10/27/2015
3,42,,0358899055859139,10/27/2015
3,42,,0358899055847647,10/27/2015
3,42,,0358899055875424,10/27/2015
3,42,,0358899055835550,10/27/2015
3,42,,0358899055832581,10/27/2015
3,42,,0358899055852936,10/27/2015
3,42,,0358899055831955,10/27/2015
3,42,,0358899055830676,10/27/2015
3,42,,0358899055861424,10/27/2015
3,42,,0358899055829835,10/27/2015
3,42,,0358899055856523,10/27/2015
3,42,,0358899055853868,10/27/2015
3,42,,0358899055834728,10/27/2015
3,42,,0358899055863768,10/27/2015
3,42,,0358899055854692,10/27/2015
3,42,,0358899055856721,10/27/2015
3,42,,0358899055864063,10/27/2015
3,42,,0358899055853876,10/27/2015
3,42,,0358899055863479,10/27/2015
3,42,,0358899055854395,10/27/2015
3,42,,0358899055852373,10/27/2015
3,42,,0358899055854239,10/27/2015
3,42,,0358899055866399,10/27/2015
3,42,,0358899055839222,10/27/2015
3,42,,0358899055832961,10/27/2015
3,42,,0358899055842895,10/27/2015
3,42,,0358899055854296,10/27/2015
3,42,,0358899055848553,10/27/2015
3,42,,0358899055848827,10/27/2015
3,42,,0358899055835089,10/27/2015
3,42,,0358899055856432,10/27/2015
3,42,,0358899055856473,10/27/2015
3,42,,0358899055829934,10/27/2015
3,42,,0358899055852746,10/27/2015
3,42,,0358899055866415,10/27/2015
3,42,,0358899055866712,10/27/2015
3,42,,0358899055847266,10/27/2015
3,42,,0358899055835493,10/27/2015
3,42,,0358899055870540,10/27/2015
3,42,,0358899055831971,10/27/2015
3,42,,0358899055847209,10/27/2015
3,42,,0358899055845807,10/27/2015
3,42,,0358899055871191,10/27/2015
3,42,,0358899055873536,10/27/2015
3,42,,0358899055845658,10/27/2015
3,42,,0358899055872157,10/27/2015
3,42,,0358899055874559,10/27/2015
3,42,,0358899055870771,10/27/2015
3,42,,0358899055866340,10/27/2015
3,42,,0358899055865011,10/27/2015
3,42,,0358899055849528,10/27/2015
3,42,,0358899055845542,10/27/2015
3,42,,0358899055845575,10/27/2015
3,42,,0358899055849502,10/27/2015
3,42,,0358899055832524,10/27/2015
3,42,,0358899055871357,10/27/2015
3,42,,0358899055868775,10/27/2015
3,42,,0358899055831989,10/27/2015
3,42,,0358899055871621,10/27/2015
3,42,,0358899055845716,10/27/2015
3,42,,0358899055878006,10/27/2015
3,42,,0358899055849742,10/27/2015
3,42,,0358899055874591,10/27/2015
3,42,,0358899055871381,10/27/2015
3,42,,0358899055845401,10/27/2015
3,42,,0358899055842390,10/27/2015
3,42,,0358899055846383,10/27/2015
3,42,,0358899055871282,10/27/2015
3,42,,0358899055845187,10/27/2015
3,42,,0358899055864824,10/27/2015
3,42,,0358899055859618,10/27/2015
3,42,,0358899055857984,10/27/2015
3,42,,0358899055847183,10/27/2015
3,42,,0358899055829967,10/27/2015
3,42,,0358899055847399,10/27/2015
3,42,,0358899055846250,10/27/2015
3,42,,0358899055876133,10/27/2015
3,42,,0358899055859576,10/27/2015
3,42,,0358899055847282,10/27/2015
3,42,,0358899055846722,10/27/2015
3,42,,0358899055870573,10/27/2015
3,42,,0358899055860236,10/27/2015
3,42,,0358899055845773,10/27/2015
3,42,,0358899055867512,10/27/2015
3,42,,0358899055845443,10/27/2015
3,42,,0358899055850591,10/27/2015
3,42,,0358899055872215,10/27/2015
3,42,,0358899055836897,10/27/2015
3,42,,0358899055877404,10/27/2015
3,42,,0358899055867249,10/27/2015
3,42,,0358899055867439,10/27/2015
3,42,,0358899055860780,10/27/2015
3,42,,0358899055868544,10/27/2015
3,42,,0358899055844453,10/27/2015
3,42,,0358899055846201,10/27/2015
3,42,,0358899055845328,10/27/2015
3,42,,0358899055865987,10/27/2015
3,42,,0358899055845419,10/27/2015
3,42,,0358899055843869,10/27/2015
3,42,,0358899055834355,10/27/2015
3,42,,0358899055847167,10/27/2015
3,42,,0358899055872223,10/27/2015
3,42,,0358899055857679,10/27/2015
3,42,,0358899055835519,10/27/2015
3,42,,0358899055846938,10/27/2015
3,42,,0358899055864675,10/27/2015
3,42,,0358899055849940,10/27/2015
3,42,,0358899055850534,10/27/2015
3,42,,0358899055843935,10/27/2015
3,42,,0358899055865813,10/27/2015
3,42,,0358899055854189,10/27/2015
3,42,,0358899055832128,10/27/2015
3,42,,0358899055867165,10/27/2015
3,42,,0358899055843927,10/27/2015
3,42,,0358899055841822,10/27/2015
3,42,,0358899055857190,10/27/2015
3,42,,0358899055832987,10/27/2015
3,42,,0358899055866050,10/27/2015
3,42,,0358899055849106,10/27/2015
3,42,,0358899055836939,10/27/2015
3,42,,0358899055839909,10/27/2015
3,42,,0358899055872173,10/27/2015
3,42,,0358899055867520,10/27/2015
3,42,,0358899055848017,10/27/2015
3,42,,0358899055861556,10/27/2015
3,42,,0358899055865052,10/27/2015
3,42,,0358899055867041,10/27/2015
3,42,,0358899055844362,10/27/2015
3,42,,0358899055844644,10/27/2015
3,42,,0358899055840923,10/27/2015
3,42,,0358899055871225,10/27/2015
3,42,,0358899055849999,10/27/2015
3,42,,0358899055853967,10/27/2015
3,42,,0358899055856507,10/27/2015
3,42,,0358899055859444,10/27/2015
3,42,,0358899055849775,10/27/2015
3,42,,0358899055877941,10/27/2015
3,42,,0358899055860046,10/27/2015
3,42,,0358899055840444,10/27/2015
3,42,,0358899055851797,10/27/2015
3,42,,0358899055872132,10/27/2015
3,42,,0358899055860830,10/27/2015
3,42,,0358899055877214,10/27/2015
3,42,,0358899055871084,10/27/2015
3,42,,0358899055846219,10/27/2015
