category_id,device_id,slnumber,imei,recievedate
2,53,,0358899052758540,10/6/2015
2,53,,0358899052748525,10/6/2015
2,53,,0358899052759043,10/6/2015
2,53,,0358899052741694,10/6/2015
2,53,,0358899052752485,10/6/2015
2,53,,0358899052736462,10/6/2015
2,53,,0358899052731745,10/6/2015
2,53,,0358899052758995,10/6/2015
2,53,,0358899052724567,10/6/2015
2,53,,0358899052759969,10/6/2015
2,53,,0358899052729905,10/6/2015
2,53,,0358899052754184,10/6/2015
2,53,,0358899052744425,10/6/2015
2,53,,0358899052541060,10/6/2015
2,53,,0358899051323858,10/6/2015
2,53,,0358899051322694,10/6/2015
2,53,,0358899051410374,10/6/2015
2,53,,0358899051410101,10/6/2015
2,53,,0358739050106484,10/6/2015
2,53,,0358739050106161,10/6/2015
2,53,,0358739050105809,10/6/2015
2,53,,0358739050109959,10/6/2015
2,53,,0358739050106476,10/6/2015
2,53,,0358739050106617,10/6/2015
2,53,,0358739050102517,10/6/2015
2,53,,0358739050102236,10/6/2015
2,53,,0358739050326389,10/6/2015
2,53,,0358739050105213,10/6/2015
2,53,,0358899054113967,10/6/2015
2,53,,0358899054110815,10/6/2015
2,53,,0358899053256783,10/6/2015
2,53,,0358899053289115,10/6/2015
2,53,,0358899053289297,10/6/2015
2,53,,0358899053249556,10/6/2015
2,53,,0358899053248459,10/6/2015
2,53,,0358899053289107,10/6/2015
2,53,,0358899053248426,10/6/2015
2,53,,0358899053243476,10/6/2015
2,53,,0358899053286129,10/6/2015
2,53,,0358899053243468,10/6/2015
2,53,,0358899053248475,10/6/2015
2,53,,0358899053259217,10/6/2015
2,53,,0358899053289073,10/6/2015
2,53,,0358899053290113,10/6/2015
2,53,,0358899053249986,10/6/2015
2,53,,0358899053249580,10/6/2015
2,53,,0358899053260017,10/6/2015
2,53,,0358899053290147,10/6/2015
2,53,,0358899053249648,10/6/2015
2,53,,0358899053287358,10/6/2015
2,53,,0358899053249531,10/6/2015
2,53,,0358899053280676,10/6/2015
2,53,,0358899053268234,10/6/2015
2,53,,0358899053250554,10/6/2015
2,53,,0358899053248533,10/6/2015
2,53,,0358899053248582,10/6/2015
2,53,,0358899053265883,10/6/2015
2,53,,0358899053250372,10/6/2015
2,53,,0358899053265776,10/6/2015
2,53,,0358899053247386,10/6/2015
2,53,,0358899053286038,10/6/2015
2,53,,0358899053285618,10/6/2015
2,53,,0358899053268465,10/6/2015
2,53,,0358899053270156,10/6/2015
2,53,,0358899053256346,10/6/2015
2,53,,0358899053245380,10/6/2015
2,53,,0358899053265834,10/6/2015
2,53,,0358899053684737,10/6/2015
2,53,,0358899053668110,10/6/2015
2,53,,0358899053668078,10/6/2015
2,53,,0358899053654078,10/6/2015
2,53,,0358899053682681,10/6/2015
2,53,,0358899053701457,10/6/2015
2,53,,0358899053655604,10/6/2015
2,53,,0358899053664077,10/6/2015
2,53,,0358899052742064,10/6/2015
2,53,,0358899052754655,10/6/2015
2,53,,0358899053212364,10/6/2015
2,53,,0358899052675561,10/6/2015
2,53,,0358899052675389,10/6/2015
2,53,,0358899053810258,10/6/2015
2,53,,0358899053880715,10/6/2015
2,53,,0356823033348488,10/6/2015
2,53,,0358899052432302,10/6/2015
2,53,,0358899052444026,10/6/2015
2,53,,0358899052014407,10/6/2015
2,53,,0358899052441931,10/6/2015
2,53,,0358899051314782,10/6/2015
2,53,,0358739050100610,10/6/2015
2,53,,0358899052696062,10/6/2015
2,53,,0358899054106193,10/6/2015
2,53,,0358899053701622,10/6/2015
2,53,,0358899052377937,10/6/2015
2,53,,0358899055245545,10/6/2015
2,53,,0358899055246147,10/6/2015
2,53,,0358899055247756,10/6/2015
2,53,,0358899055236858,10/6/2015
2,53,,0358899055244415,10/6/2015
2,53,,0358899055236783,10/6/2015
2,53,,0358899055237054,10/6/2015
2,53,,0358899055247707,10/6/2015
2,53,,0358899055236841,10/6/2015
2,53,,0358899055247798,10/6/2015
2,53,,0358899055240116,10/6/2015
2,53,,0358899055246592,10/6/2015
2,53,,0358899055247673,10/6/2015
2,53,,0358899055241783,10/6/2015
2,53,,0358899055248499,10/6/2015
2,53,,0358899055234135,10/6/2015
2,53,,0358899055237062,10/6/2015
2,53,,0358899055243409,10/6/2015
2,53,,0358899055247749,10/6/2015
2,53,,0358899055243441,10/6/2015
2,53,,0358899055246576,10/6/2015
2,53,,0358899055243359,10/6/2015
2,53,,0358899055236809,10/6/2015
2,53,,0358899055236973,10/6/2015
2,53,,0358899055235504,10/6/2015
2,53,,0358899055243433,10/6/2015
2,53,,0358899055237005,10/6/2015
2,53,,0358899055236981,10/6/2015
2,53,,0358899055236825,10/6/2015
2,53,,0358899055246717,10/6/2015
2,53,,0358899054111508,10/6/2015
2,53,,0358899054110336,10/6/2015
2,53,,0358899054109114,10/6/2015
2,53,,0358899054102150,10/6/2015
2,53,,0358739050310185,10/6/2015
2,53,,0358899052694414,10/6/2015
2,53,,0356823036259708,10/6/2015
2,53,,0358899052698266,10/6/2015
2,53,,0358899052693952,10/6/2015
2,53,,0358899052102855,10/6/2015
2,53,,0358899054407807,10/6/2015
2,53,,0358899054456366,10/6/2015
2,53,,0358899054461259,10/6/2015
2,53,,0358899054456416,10/6/2015
2,53,,0358899052129635,10/6/2015
2,53,,0358899055153814,10/6/2015
2,53,,0358899052544627,10/6/2015
2,53,,0358899053754670,10/6/2015
2,53,,0358899054112845,10/6/2015
2,53,,0358899053413970,10/6/2015
2,53,,0358899052696062,10/6/2015
2,53,,0358899052698266,10/6/2015
2,53,,0358899052694414,10/6/2015
2,53,,0358899053685718,10/6/2015
2,53,,0358899054020410,10/6/2015
2,53,,0358899052442137,10/6/2015
2,53,,0358899052698571,10/6/2015
2,53,,0358899054417806,10/6/2015
2,53,,0358899053752971,10/6/2015
2,53,,0358899054704609,10/6/2015
2,53,,0358899052750711,10/6/2015
2,53,,0358899053699800,10/6/2015
2,53,,0358899052747543,10/6/2015
2,53,,0358899052752709,10/6/2015
2,53,,0358899052760975,10/6/2015
2,53,,0358899052753277,10/6/2015
2,53,,0358899052727610,10/6/2015
2,53,,0358899052752212,10/6/2015
2,53,,0358899052750885,10/6/2015
2,53,,0358899052748103,10/6/2015
2,53,,0358899052754069,10/6/2015
2,53,,0358899052759126,10/6/2015
2,53,,0358899051416645,10/6/2015
2,53,,0864717004011536,10/6/2015
2,53,,0358899051410812,10/6/2015
2,53,,0358899051410291,10/6/2015
2,53,,0358899051418302,10/6/2015
2,53,,0358899051416892,10/6/2015
2,53,,0358899051410168,10/6/2015
2,53,,0358899051413543,10/6/2015
2,53,,0358899052696476,10/6/2015
2,53,,0358899051411398,10/6/2015
2,53,,0358899053710250,10/6/2015
2,53,,0358899053717479,10/6/2015
2,53,,0358899053706688,10/6/2015
2,53,,0358899054122976,10/6/2015
2,53,,0358899054104289,10/6/2015
2,53,,0358739050486563,10/6/2015
2,53,,0358739050488775,10/6/2015
2,53,,0358739050489203,10/6/2015
2,53,,0358739050486159,10/6/2015
2,53,,0358739050490896,10/6/2015
2,53,,0358739050490474,10/6/2015
2,53,,0358739050486019,10/6/2015
2,53,,0358739050488700,10/6/2015
2,53,,0358739050490722,10/6/2015
2,53,,0358739050481390,10/6/2015
2,53,,0358739050491266,10/6/2015
2,53,,0358739050481812,10/6/2015
2,53,,0358739050487959,10/6/2015
2,53,,0358739050323071,10/6/2015
2,53,,0358899052700179,10/6/2015
2,53,,0358899053751676,10/6/2015
2,53,,0358899053752484,10/6/2015
2,53,,0358899053734854,10/6/2015
2,53,,0358899053734581,10/6/2015
2,53,,0358899053744093,10/6/2015
2,53,,0358899053751551,10/6/2015
2,53,,0358899053752385,10/6/2015
2,53,,0358899053751577,10/6/2015
2,53,,0358899052702811,10/6/2015
2,53,,0358899052702811,10/6/2015
2,53,,0358899052699744,10/6/2015
2,53,,0358899052702092,10/6/2015
2,53,,0358899053751601,10/6/2015
2,53,,0358899053761931,10/6/2015
2,53,,0358899053707132,10/6/2015
2,53,,0358899053721182,10/6/2015
2,53,,0358899053709484,10/6/2015
2,53,,0358899053721695,10/6/2015
2,53,,0358899053718030,10/6/2015
2,53,,0358899053719715,10/6/2015
2,53,,0358899053712660,10/6/2015
